Frame	Time	handball_6 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2452	8.17000	352.84719	-3.32959	1987.99058	-87.10349	-6.65047	44.12847	4.69918	0.71295	0.11821	-0.69118	-0.69158	-0.04426	-0.72094	-0.11581	0.99200	0.05019	
2453	8.17333	353.17035	0.34651	1989.48920	-86.20743	-8.79233	42.98584	4.72594	0.72293	0.15667	-0.67293	-0.67381	-0.05560	-0.73681	-0.15285	0.98608	0.06537	
2454	8.17667	353.73404	3.68344	1990.73851	-85.37213	-11.12416	41.83544	4.56674	0.73106	0.19710	-0.65322	-0.65446	-0.06815	-0.75302	-0.19294	0.97801	0.07917	
2455	8.18000	354.98910	6.99757	1992.08160	-84.43166	-13.45803	41.06751	4.42462	0.73323	0.23838	-0.63682	-0.63891	-0.07902	-0.76521	-0.23273	0.96795	0.09437	
2456	8.18333	356.59921	10.85836	1992.92673	-83.45525	-15.41135	40.11580	4.55007	0.73725	0.27534	-0.61697	-0.62117	-0.08295	-0.77928	-0.26575	0.95776	0.10988	
2457	8.18667	358.44011	14.50184	1993.60274	-82.47969	-17.59742	39.32446	4.55304	0.73737	0.31480	-0.59765	-0.60406	-0.08870	-0.79199	-0.30233	0.94501	0.12475	
2458	8.19000	360.72904	18.24750	1994.04989	-81.48471	-19.71264	38.58358	4.57919	0.73589	0.35311	-0.57774	-0.58711	-0.09229	-0.80423	-0.33730	0.93102	0.13940	
2459	8.19333	363.36832	21.89777	1994.30452	-80.41922	-21.98558	38.01279	4.56037	0.73058	0.39334	-0.55816	-0.57105	-0.09621	-0.81526	-0.37437	0.91434	0.15433	
2460	8.19667	366.67525	26.14328	1994.24014	-79.19249	-23.83152	37.32354	4.84104	0.72742	0.42930	-0.53531	-0.55462	-0.09152	-0.82706	-0.40405	0.89851	0.17152	
2461	8.20000	370.26855	30.34966	1994.09168	-77.98750	-26.06166	36.91338	4.87328	0.71825	0.46858	-0.51435	-0.53954	-0.09169	-0.83695	-0.43934	0.87865	0.18696	
2462	8.20333	374.38974	35.19875	1993.81717	-76.68016	-28.52655	36.63911	4.89119	0.70499	0.51038	-0.49243	-0.52432	-0.09247	-0.84648	-0.47757	0.85496	0.20242	
2463	8.20667	378.87524	40.57973	1993.28262	-75.31851	-31.26258	36.58003	4.71243	0.68642	0.55417	-0.47087	-0.50941	-0.09565	-0.85519	-0.51896	0.82689	0.21664	
2464	8.21000	384.21239	45.94568	1992.69918	-73.93385	-33.80787	36.61109	4.66953	0.66697	0.59423	-0.44948	-0.49554	-0.09673	-0.86318	-0.55641	0.79846	0.22995	
2465	8.21333	390.05447	51.73593	1991.95581	-72.43643	-36.46061	36.82360	4.62424	0.64380	0.63439	-0.42786	-0.48204	-0.09802	-0.87065	-0.59427	0.76677	0.24270	
2466	8.21667	397.08743	59.00071	1990.97486	-70.51648	-39.65375	37.14359	5.23880	0.61372	0.68095	-0.39957	-0.46489	-0.09739	-0.88000	-0.63815	0.72583	0.25679	
2467	8.22000	403.97682	66.12192	1990.06084	-68.68092	-42.43031	37.78931	5.26037	0.58330	0.71948	-0.37698	-0.45228	-0.09782	-0.88650	-0.67469	0.68759	0.26834	
2468	8.22333	411.41321	74.17455	1989.01905	-66.54459	-45.40168	38.79565	5.38636	0.54723	0.75849	-0.35388	-0.43992	-0.09904	-0.89256	-0.71205	0.64412	0.27947	
2469	8.22667	418.08874	82.83688	1988.06941	-64.43475	-47.16543	39.96751	5.50910	0.52107	0.78420	-0.33693	-0.43673	-0.09420	-0.89465	-0.73332	0.61332	0.29340	
2470	8.23000	425.93827	92.85962	1987.23898	-61.68701	-49.73406	41.88316	5.61999	0.48120	0.81678	-0.31830	-0.43150	-0.09537	-0.89706	-0.76305	0.56901	0.30655	
2471	8.23333	434.97917	103.37477	1986.10216	-58.75671	-52.82597	44.02753	5.55018	0.43445	0.85030	-0.29706	-0.41995	-0.10054	-0.90196	-0.79680	0.51661	0.31340	
2472	8.23667	444.59594	114.85079	1984.99212	-55.62017	-55.73783	46.51950	5.52909	0.38739	0.87909	-0.27772	-0.40850	-0.10638	-0.90654	-0.82647	0.46463	0.31790	
2473	8.24000	454.49592	127.62474	1983.93361	-51.71669	-58.41456	49.82618	5.56352	0.33789	0.90476	-0.25931	-0.40021	-0.11125	-0.90965	-0.85186	0.41114	0.32450	
2474	8.24333	464.51680	141.78929	1983.03139	-46.71925	-61.26620	54.43338	5.50737	0.27962	0.92897	-0.24253	-0.39105	-0.12050	-0.91245	-0.87686	0.34998	0.32958	
2475	8.24667	474.65069	157.48800	1982.12403	-40.56486	-63.83041	60.35255	5.46204	0.21816	0.94893	-0.22791	-0.38329	-0.13146	-0.91422	-0.89749	0.28681	0.33504	
2476	8.25000	485.19773	174.66561	1981.08523	-33.33472	-65.72237	67.45258	5.55197	0.15766	0.96369	-0.21550	-0.37973	-0.14228	-0.91409	-0.91156	0.22594	0.34351	
2477	8.25333	495.77882	193.18403	1980.26378	-25.42844	-67.11300	75.51726	5.65033	0.09726	0.97335	-0.20766	-0.37656	-0.15715	-0.91297	-0.92127	0.16699	0.35124	
2478	8.25667	507.26829	212.55983	1979.12722	-18.97349	-67.35339	82.18095	5.92668	0.05238	0.97770	-0.20337	-0.38147	-0.16862	-0.90887	-0.92290	0.12519	0.36413	
2479	8.26000	517.66033	234.57161	1977.98259	-9.95482	-67.68081	91.57169	5.90289	-0.01042	0.98019	-0.19780	-0.37962	-0.18688	-0.90607	-0.92508	0.06565	0.37405	
2480	8.26333	528.03873	257.88022	1976.52305	-1.93500	-67.36542	100.34269	5.87397	-0.06909	0.97760	-0.19883	-0.37860	-0.21009	-0.90140	-0.92298	0.01299	0.38463	
2481	8.26667	537.46443	282.49374	1975.45583	5.68338	-66.22423	108.97752	6.08799	-0.13111	0.97047	-0.20249	-0.38125	-0.23790	-0.89334	-0.91513	-0.03993	0.40118	
2482	8.27000	545.99135	308.82469	1973.94443	10.79062	-64.51617	115.44734	6.09305	-0.18487	0.95963	-0.21196	-0.38851	-0.26948	-0.88116	-0.90271	-0.08055	0.42265	
2483	8.27333	554.81275	336.63724	1971.74913	14.25910	-62.70564	120.38046	6.18724	-0.23191	0.94681	-0.22310	-0.39560	-0.30133	-0.86759	-0.88866	-0.11295	0.44443	
2484	8.27667	562.82048	366.21516	1969.14175	17.15501	-60.90093	124.92726	6.39218	-0.27844	0.93096	-0.23618	-0.39872	-0.33576	-0.85340	-0.87378	-0.14344	0.46468	
2485	8.28000	569.81207	396.93933	1965.53248	18.19930	-59.04198	128.10950	6.43390	-0.31748	0.91277	-0.25703	-0.40475	-0.37555	-0.83375	-0.85754	-0.16066	0.48868	
2486	8.28333	575.69083	428.85384	1961.23603	18.44823	-57.28083	130.56319	6.37705	-0.35149	0.89378	-0.27859	-0.41063	-0.41461	-0.81208	-0.84133	-0.17105	0.51274	
2487	8.28667	580.26607	461.66418	1955.87327	18.05573	-55.67327	132.78412	6.35977	-0.38303	0.87164	-0.30584	-0.41386	-0.45793	-0.78677	-0.82584	-0.17478	0.53614	
2488	8.29000	583.30323	494.99116	1949.27270	16.89976	-54.11804	134.71292	6.25941	-0.41237	0.84566	-0.33884	-0.41652	-0.50579	-0.75544	-0.81023	-0.17038	0.56081	
2489	8.29333	585.58571	527.98801	1941.10836	13.70877	-52.92659	134.91908	6.51359	-0.42567	0.82145	-0.37952	-0.42687	-0.55210	-0.71621	-0.79786	-0.14286	0.58566	
2490	8.29667	585.84094	562.77701	1932.25098	12.93331	-52.12180	137.66130	6.53028	-0.45384	0.78701	-0.41790	-0.41353	-0.60144	-0.68357	-0.78932	-0.13742	0.59841	
2491	8.30000	582.99328	597.20493	1921.81031	12.41285	-50.87944	140.69632	6.27806	-0.48823	0.74767	-0.45014	-0.39967	-0.65008	-0.64627	-0.77582	-0.13563	0.61621	
2492	8.30333	580.08652	630.44570	1909.83547	9.78798	-50.61344	142.52588	5.88658	-0.50360	0.70382	-0.50102	-0.38606	-0.70214	-0.59830	-0.77288	-0.10788	0.62531	
2493	8.30667	574.87967	664.13178	1896.76548	7.89841	-50.44302	144.79089	6.07296	-0.52034	0.65766	-0.54474	-0.36718	-0.74822	-0.55258	-0.77099	-0.08751	0.63080	
2494	8.31000	569.08292	696.42019	1881.94621	4.95524	-50.82506	146.38840	5.82875	-0.52608	0.60726	-0.59538	-0.34968	-0.79263	-0.49946	-0.77522	-0.05456	0.62933	
2495	8.31333	560.52987	728.57592	1866.29701	3.33616	-51.04217	149.15294	5.95266	-0.53980	0.55073	-0.63664	-0.32239	-0.83388	-0.44800	-0.77761	-0.03659	0.62768	
2496	8.31667	551.39198	759.18376	1849.10069	1.12064	-51.69974	151.73679	5.78176	-0.54589	0.48695	-0.68182	-0.29348	-0.87335	-0.38876	-0.78477	-0.01212	0.61966	
2497	8.32000	540.85878	788.13178	1830.55651	-1.04642	-52.67157	154.13548	5.59279	-0.54564	0.42310	-0.72337	-0.26453	-0.90601	-0.33040	-0.79517	0.01107	0.60628	
2498	8.32333	528.92583	816.08751	1811.23355	-2.89111	-53.72563	156.58920	5.59012	-0.54295	0.35950	-0.75893	-0.23508	-0.93267	-0.27362	-0.80619	0.02984	0.59090	
2499	8.32667	516.15101	842.68003	1790.89466	-4.74060	-54.94220	158.81303	5.60074	-0.53558	0.29710	-0.79050	-0.20760	-0.95367	-0.21777	-0.81857	0.04747	0.57244	
2500	8.33000	502.35338	867.74867	1769.61236	-6.31714	-56.25865	161.12517	5.55497	-0.52558	0.23496	-0.81766	-0.17969	-0.97008	-0.16326	-0.83155	0.06112	0.55207	
2501	8.33333	487.88359	891.29777	1747.47798	-7.88434	-57.86633	163.19432	5.61439	-0.50918	0.17519	-0.84264	-0.15379	-0.98183	-0.11121	-0.84681	0.07296	0.52687	
2502	8.33667	472.23836	912.81081	1724.02436	-9.69800	-59.34508	165.33348	5.62275	-0.49325	0.10938	-0.86298	-0.12909	-0.99028	-0.05173	-0.86025	0.08589	0.50258	
2503	8.34000	456.14888	932.78080	1700.62587	-10.93916	-61.13121	167.22813	5.50199	-0.47086	0.05498	-0.88049	-0.10673	-0.99428	-0.00501	-0.87573	0.09162	0.47403	
2504	8.34333	439.19941	950.10657	1676.00038	-11.88484	-63.08654	169.95876	5.43418	-0.44571	-0.01021	-0.89512	-0.07892	-0.99559	0.05065	-0.89169	0.09322	0.44294	
2505	8.34667	422.34987	966.93151	1651.08420	-13.37151	-65.44740	171.04089	5.40137	-0.41046	-0.05628	-0.91014	-0.06471	-0.99378	0.09063	-0.90958	0.09610	0.40426	
2506	8.35000	404.99752	980.77923	1625.72885	-14.44415	-67.78644	173.11459	5.22108	-0.37533	-0.11316	-0.91996	-0.04532	-0.98909	0.14016	-0.92578	0.09430	0.36611	
2507	8.35333	386.95345	992.93589	1599.80330	-14.51465	-70.43208	176.01659	5.22053	-0.33411	-0.16833	-0.92738	-0.02327	-0.98215	0.18666	-0.94225	0.08394	0.32423	
2508	8.35667	369.77490	1001.69141	1574.18573	-13.55146	-72.79970	179.25711	4.84472	-0.29569	-0.21122	-0.93164	-0.00383	-0.97498	0.22226	-0.95528	0.06929	0.28748	
2509	8.36000	351.90934	1009.70586	1548.35067	-12.72093	-75.42882	-176.91219	4.94910	-0.25122	-0.26535	-0.93085	0.01355	-0.96256	0.27074	-0.96784	0.05540	0.24541	
2510	8.36333	333.70282	1016.09333	1522.33048	-10.43866	-77.81367	-172.01700	4.87431	-0.20905	-0.31196	-0.92681	0.02932	-0.94932	0.31293	-0.97747	0.03825	0.20760	
2511	8.36667	315.36346	1020.95286	1496.25368	-5.73878	-79.95693	-164.96730	4.61021	-0.16842	-0.35316	-0.92028	0.04523	-0.93540	0.35069	-0.98468	0.01744	0.17351	
2512	8.37000	296.97513	1025.19654	1470.21054	-0.88839	-82.08920	-156.83730	4.80881	-0.12654	-0.40742	-0.90443	0.05414	-0.91324	0.40381	-0.99048	0.00213	0.13761	
2513	8.37333	279.42853	1025.58125	1444.93626	15.18482	-83.13540	-139.27347	4.54328	-0.09058	-0.43259	-0.89703	0.07798	-0.90105	0.42665	-0.99283	-0.03131	0.11535	
2514	8.37667	260.40218	1027.59603	1419.30496	28.88499	-83.28958	-123.08106	4.83797	-0.06378	-0.47180	-0.87940	0.09791	-0.87990	0.46497	-0.99315	-0.05645	0.10231	
2515	8.38000	242.05846	1025.70825	1394.40545	47.53664	-81.99646	-103.16471	4.54596	-0.03171	-0.49100	-0.87058	0.13558	-0.86508	0.48296	-0.99026	-0.10271	0.09400	
2516	8.38333	223.88912	1023.45021	1369.56322	56.67704	-80.64486	-92.02467	4.54531	-0.00574	-0.51989	-0.85422	0.16245	-0.84337	0.51219	-0.98670	-0.13583	0.08930	
2517	8.38667	206.13421	1019.60377	1345.11427	62.35744	-78.86438	-84.14526	4.48434	0.01970	-0.55020	-0.83480	0.19212	-0.81732	0.54321	-0.98117	-0.17109	0.08960	
2518	8.39000	189.01083	1013.96225	1321.18628	66.39368	-76.94776	-77.51883	4.32388	0.04881	-0.58390	-0.81035	0.22050	-0.78500	0.57892	-0.97416	-0.20694	0.09044	
2519	8.39333	171.81500	1007.44718	1297.65604	66.92981	-74.79298	-74.66479	4.33799	0.06937	-0.61270	-0.78726	0.25297	-0.75257	0.60799	-0.96498	-0.24133	0.10279	
2520	8.39667	155.32055	999.93061	1274.44544	66.51652	-72.91708	-72.44238	4.41836	0.08862	-0.64439	-0.75954	0.28007	-0.71566	0.63984	-0.95588	-0.26943	0.11706	
2521	8.40000	138.37720	991.76254	1251.52533	65.99487	-70.37953	-69.96411	4.80512	0.11504	-0.67700	-0.72693	0.31547	-0.66901	0.67298	-0.94194	-0.30675	0.13660	
2522	8.40333	122.79587	981.60015	1229.25242	65.21043	-68.22964	-68.27800	4.74869	0.13727	-0.70155	-0.69928	0.34455	-0.62806	0.69773	-0.92868	-0.33671	0.15551	
2523	8.40667	108.10198	970.60848	1207.35582	64.54276	-66.11931	-66.55319	4.68481	0.16108	-0.72285	-0.67196	0.37141	-0.58641	0.71985	-0.91439	-0.36553	0.17401	
2524	8.41000	93.36201	957.94594	1186.86738	62.96762	-64.40512	-64.96233	4.60136	0.18283	-0.75177	-0.63357	0.39141	-0.53550	0.74835	-0.90187	-0.38481	0.19634	
2525	8.41333	79.81886	945.04092	1166.36381	62.63970	-62.27092	-62.88328	4.56852	0.21208	-0.76739	-0.60509	0.41415	-0.49025	0.76690	-0.88516	-0.41324	0.21384	
2526	8.41667	67.05182	931.16793	1146.56416	62.14675	-60.39980	-60.78785	4.44890	0.24107	-0.78298	-0.57344	0.43112	-0.44297	0.78607	-0.86949	-0.43672	0.23078	
2527	8.42000	56.00704	917.01407	1128.21953	62.88092	-58.82024	-57.77097	4.53474	0.27611	-0.79171	-0.54494	0.43796	-0.40106	0.80458	-0.85555	-0.46081	0.23600	
2528	8.42333	44.74393	901.93892	1109.73064	62.84790	-56.99936	-55.58732	4.55002	0.30781	-0.79823	-0.51777	0.44933	-0.35773	0.81862	-0.83866	-0.48463	0.24855	
2529	8.42667	34.16430	886.53002	1092.10003	63.18314	-54.99995	-53.22326	4.49255	0.34340	-0.79903	-0.49358	0.45942	-0.31546	0.83031	-0.81915	-0.51189	0.25876	
2530	8.43000	24.80108	870.73861	1074.59741	63.48756	-53.19139	-50.98535	4.43418	0.37717	-0.79786	-0.47029	0.46553	-0.27565	0.84101	-0.80064	-0.53614	0.26745	
2531	8.43333	15.93944	854.38317	1057.92668	63.75987	-51.61000	-48.77835	4.36269	0.40923	-0.79584	-0.44629	0.46710	-0.23744	0.85173	-0.78380	-0.55702	0.27457	
2532	8.43667	7.88821	837.81249	1041.79954	64.18372	-50.01391	-46.54068	4.34027	0.44201	-0.79053	-0.42391	0.46644	-0.20110	0.86139	-0.76620	-0.57847	0.27984	
2533	8.44000	0.53689	820.98316	1026.30870	64.82210	-48.42397	-44.25373	4.19394	0.47532	-0.78179	-0.40358	0.46309	-0.16772	0.87030	-0.74808	-0.60056	0.28232	
2534	8.44333	-6.02388	803.97038	1011.37741	65.28422	-46.75444	-42.13123	4.15161	0.50810	-0.77121	-0.38351	0.45960	-0.13381	0.87799	-0.72842	-0.62236	0.28646	
2535	8.44667	-11.86694	786.86412	997.16097	65.65983	-45.08516	-40.17788	4.05215	0.53946	-0.75888	-0.36482	0.45552	-0.10136	0.88444	-0.70816	-0.64330	0.29100	
2536	8.45000	-16.83492	769.85833	983.45884	65.71896	-43.35043	-38.44917	3.89370	0.56949	-0.74575	-0.34574	0.45217	-0.06705	0.88941	-0.68646	-0.66284	0.29902	
2537	8.45333	-21.22341	752.70785	970.60829	65.92558	-41.68494	-36.65499	3.84639	0.59913	-0.73064	-0.32743	0.44584	-0.03523	0.89442	-0.66503	-0.68185	0.30464	
2538	8.45667	-24.92825	735.58769	958.40114	65.94157	-40.09938	-35.05651	3.83668	0.62616	-0.71562	-0.30954	0.43936	-0.00412	0.89830	-0.64412	-0.69848	0.31184	
2539	8.46000	-28.11123	718.53340	946.88152	65.71250	-38.63007	-33.68071	3.71218	0.65006	-0.70162	-0.29180	0.43322	0.02671	0.90089	-0.62429	-0.71205	0.32132	
2540	8.46333	-30.69786	701.68229	935.80358	65.37689	-37.26896	-32.49006	3.71368	0.67125	-0.68814	-0.27549	0.42747	0.05574	0.90231	-0.60556	-0.72344	0.33157	
2541	8.46667	-32.80012	684.97251	925.57553	64.94677	-36.06523	-31.29860	3.76369	0.69071	-0.67569	-0.25761	0.41993	0.08478	0.90359	-0.58871	-0.73229	0.34230	
2542	8.47000	-34.03822	668.55391	915.60011	64.36422	-34.72675	-30.44368	3.56872	0.70856	-0.66200	-0.24433	0.41644	0.11277	0.90214	-0.56966	-0.74097	0.35558	
2543	8.47333	-35.31470	652.35919	905.97873	63.39977	-33.52390	-30.00599	3.65874	0.72192	-0.65156	-0.23301	0.41690	0.14079	0.89798	-0.55228	-0.74542	0.37328	
2544	8.47667	-36.22004	636.45278	897.27353	62.61866	-32.56699	-29.21247	3.91748	0.73558	-0.64165	-0.21729	0.41131	0.16814	0.89585	-0.53829	-0.74834	0.38760	
2545	8.48000	-36.41167	620.90149	888.73766	61.66302	-31.42931	-28.76981	3.93566	0.74796	-0.63076	-0.20666	0.41068	0.19517	0.89065	-0.52145	-0.75104	0.40502	
2546	8.48333	-36.17028	605.62100	880.65008	60.64168	-30.42185	-28.42162	3.97149	0.75838	-0.62148	-0.19650	0.41043	0.22112	0.88468	-0.50636	-0.75157	0.42277	
2547	8.48667	-35.36318	590.76492	873.12807	59.67128	-29.48796	-28.00414	3.98196	0.76854	-0.61222	-0.18582	0.40871	0.24634	0.87879	-0.49224	-0.75133	0.43955	
2548	8.49000	-34.25856	575.82752	865.83263	58.67698	-28.86731	-27.89462	4.00385	0.77399	-0.60771	-0.17784	0.40971	0.26651	0.87241	-0.48278	-0.74810	0.45526	
2549	8.49333	-32.22006	562.03389	858.80342	57.68715	-27.81536	-27.43805	4.02096	0.78496	-0.59631	-0.16806	0.40755	0.29269	0.86501	-0.46662	-0.74749	0.47278	
2550	8.49667	-29.97050	548.43517	852.30772	56.65068	-26.96926	-27.06331	3.89770	0.79366	-0.58747	-0.15804	0.40550	0.31719	0.85730	-0.45351	-0.74449	0.48996	
2551	8.50000	-26.14611	535.35428	846.00626	55.71383	-26.41579	-26.67850	3.59414	0.80024	-0.58137	-0.14703	0.40211	0.33832	0.85079	-0.44488	-0.73997	0.50451	
2552	8.50333	-22.46163	522.88732	840.26491	55.38885	-25.81123	-25.57929	3.32193	0.81200	-0.56847	-0.13228	0.38868	0.35761	0.84914	-0.43541	-0.74092	0.51134	
2553	8.50667	-18.67444	510.53010	834.48669	54.49746	-25.13005	-25.04323	3.35306	0.82023	-0.55905	-0.12117	0.38323	0.37980	0.84195	-0.42467	-0.73703	0.52577	
2554	8.51000	-14.30529	498.83828	829.10420	53.97959	-24.59689	-24.14855	3.40356	0.82969	-0.54777	-0.10753	0.37198	0.39888	0.83817	-0.41623	-0.73542	0.53471	
2555	8.51333	-9.53274	487.62217	823.91062	53.46381	-24.05041	-23.23481	3.38842	0.83912	-0.53575	-0.09403	0.36025	0.41787	0.83403	-0.40754	-0.73373	0.54365	
2556	8.51667	-4.34226	476.91948	818.78286	53.19833	-23.52719	-22.28397	3.33921	0.84840	-0.52292	-0.08236	0.34767	0.43310	0.83159	-0.39918	-0.73415	0.54925	
2557	8.52000	1.27028	466.81423	813.93137	52.89923	-22.93570	-21.26580	3.36125	0.85823	-0.50843	-0.07021	0.33402	0.44941	0.82853	-0.38970	-0.73452	0.55553	
2558	8.52333	7.15610	457.29902	809.22091	52.85261	-22.44425	-20.16305	3.31988	0.86761	-0.49381	-0.05833	0.31858	0.46196	0.82770	-0.38178	-0.73671	0.55813	
2559	8.52667	13.47960	448.39141	804.81312	52.74322	-21.86714	-19.03091	3.28819	0.87733	-0.47765	-0.04638	0.30262	0.47563	0.82595	-0.37246	-0.73866	0.56183	
2560	8.53000	19.96235	440.08693	800.56668	52.79974	-21.36872	-17.92431	3.29407	0.88606	-0.46222	-0.03553	0.28660	0.48594	0.82567	-0.36437	-0.74177	0.56304	
2561	8.53333	26.73748	432.49375	796.57219	52.80719	-20.81951	-16.92892	3.28964	0.89420	-0.44689	-0.02642	0.27217	0.49586	0.82465	-0.35543	-0.74459	0.56503	
2562	8.53667	33.64921	425.57510	792.79134	52.83179	-20.40273	-15.98489	3.27869	0.90103	-0.43343	-0.01697	0.25811	0.50430	0.82406	-0.34862	-0.74687	0.56626	
2563	8.54000	40.66174	419.29657	789.08536	52.83782	-20.09528	-15.16853	3.25050	0.90640	-0.42233	-0.00821	0.24573	0.51138	0.82347	-0.34358	-0.74841	0.56730	
2564	8.54333	47.77124	413.57938	785.50874	52.79714	-19.89833	-14.47499	3.25503	0.91045	-0.41362	0.00017	0.23503	0.51768	0.82266	-0.34035	-0.74895	0.56854	
2565	8.54667	55.00284	408.53616	782.18598	52.68816	-19.81364	-13.95217	3.30763	0.91304	-0.40779	0.00763	0.22684	0.52327	0.82142	-0.33896	-0.74826	0.57027	
2566	8.55000	62.38686	404.02446	778.86940	52.46111	-19.84375	-13.51920	3.30301	0.91456	-0.40415	0.01573	0.21989	0.52949	0.81932	-0.33946	-0.74586	0.57312	
2567	8.55333	69.82760	400.04300	775.68470	52.16573	-20.02741	-13.26223	3.32919	0.91447	-0.40398	0.02328	0.21554	0.53497	0.81692	-0.34247	-0.74203	0.57629	
2568	8.55667	77.34693	396.52149	772.57300	51.80473	-20.34287	-13.10346	3.32116	0.91322	-0.40628	0.03119	0.21257	0.54030	0.81418	-0.34764	-0.73689	0.57978	
2569	8.56000	84.90791	393.55749	769.64993	51.25871	-20.82465	-13.03951	3.29994	0.91057	-0.41134	0.04076	0.21088	0.54711	0.81006	-0.35551	-0.72903	0.58492	
2570	8.56333	92.67141	391.33149	766.69761	50.88288	-21.27165	-12.95158	3.26322	0.90816	-0.41572	0.04917	0.20886	0.55177	0.80742	-0.36279	-0.72300	0.58792	
2571	8.56667	100.93125	389.95926	763.61856	50.62795	-21.67425	-12.75883	3.39204	0.90635	-0.41855	0.05778	0.20523	0.55564	0.80570	-0.36933	-0.71839	0.58950	
2572	8.57000	109.04426	388.91794	760.83097	50.15203	-22.19504	-12.79169	3.37850	0.90292	-0.42469	0.06606	0.20500	0.56064	0.80228	-0.37776	-0.71086	0.59328	
2573	8.57333	117.58565	388.39632	757.84838	49.69979	-22.95953	-12.57805	3.35293	0.89868	-0.43121	0.08016	0.20052	0.56648	0.79931	-0.39008	-0.70225	0.59555	
2574	8.57667	126.08032	388.01659	754.93586	49.14669	-23.70375	-12.38450	3.40890	0.89433	-0.43729	0.09462	0.19638	0.57369	0.79518	-0.40201	-0.69258	0.59894	
2575	8.58000	134.94957	388.72366	752.16323	48.70677	-24.44906	-12.20029	3.39202	0.88977	-0.44340	0.10818	0.19238	0.57929	0.79209	-0.41388	-0.68397	0.60074	
2576	8.58333	144.08784	389.84431	749.58654	48.29312	-25.44472	-12.01241	3.40315	0.88323	-0.45220	0.12421	0.18794	0.58400	0.78970	-0.42964	-0.67414	0.60078	
2577	8.58667	153.40543	391.59623	746.96879	47.87070	-26.52114	-11.73959	3.37128	0.87605	-0.46072	0.14237	0.18205	0.58940	0.78706	-0.44653	-0.66359	0.60022	
2578	8.59000	163.09355	394.10710	744.37973	47.70131	-27.58785	-11.28466	3.35101	0.86917	-0.46761	0.16091	0.17343	0.59296	0.78634	-0.46311	-0.65555	0.59648	
2579	8.59333	173.09377	397.12427	741.79988	47.63600	-28.74791	-10.80282	3.34284	0.86121	-0.47537	0.17986	0.16433	0.59529	0.78653	-0.48096	-0.64781	0.59078	
2580	8.59667	183.36424	400.75409	739.13513	47.65851	-29.92804	-10.24677	3.32607	0.85283	-0.48270	0.19920	0.15417	0.59721	0.78713	-0.49891	-0.64058	0.58373	
2581	8.60000	193.84729	404.88499	736.49073	47.82831	-31.13516	-9.64960	3.31973	0.84384	-0.49032	0.21799	0.14348	0.59762	0.78884	-0.51706	-0.63438	0.57465	
2582	8.60333	204.56579	409.55867	734.05976	48.06724	-32.40195	-9.06417	3.32294	0.83377	-0.49894	0.23642	0.13301	0.59711	0.79105	-0.53586	-0.62811	0.56422	
2583	8.60667	215.49657	414.76873	731.70112	48.39328	-33.63764	-8.60613	3.30953	0.82318	-0.50889	0.25179	0.12458	0.59456	0.79434	-0.55394	-0.62252	0.55283	
2584	8.61000	226.60370	420.55178	729.36177	48.71373	-34.89444	-8.11227	3.29904	0.81200	-0.51867	0.26765	0.11574	0.59256	0.79717	-0.57207	-0.61632	0.54119	
2585	8.61333	237.98389	426.74657	727.13311	49.14764	-36.13322	-7.77105	3.26970	0.80023	-0.53037	0.27989	0.10921	0.58780	0.80160	-0.58966	-0.61090	0.52829	
2586	8.61667	249.54153	433.48373	725.09564	49.74837	-37.38605	-7.41958	3.22259	0.78791	-0.54297	0.29049	0.10261	0.58089	0.80749	-0.60718	-0.60642	0.51340	
2587	8.62000	261.19336	440.63413	723.15708	50.31549	-38.80727	-7.47676	3.25151	0.77263	-0.56128	0.29664	0.10140	0.57037	0.81510	-0.62670	-0.59970	0.49760	
2588	8.62333	273.15500	447.88910	721.24898	50.79124	-40.18248	-7.49221	3.22271	0.75747	-0.57811	0.30336	0.09962	0.56156	0.82142	-0.64522	-0.59198	0.48296	
2589	8.62667	285.33305	455.58763	719.63241	51.35206	-41.65462	-7.57633	3.26023	0.74064	-0.59689	0.30849	0.09851	0.55064	0.82891	-0.66464	-0.58353	0.46663	
2590	8.63000	297.84205	463.51095	718.23877	51.73783	-43.10638	-7.77611	3.14529	0.72337	-0.61541	0.31305	0.09878	0.54097	0.83522	-0.68336	-0.57325	0.45211	
2591	8.63333	310.48398	471.89040	717.07801	52.31368	-44.72371	-8.00609	3.13141	0.70358	-0.63660	0.31578	0.09896	0.52782	0.84357	-0.70369	-0.56227	0.43436	
2592	8.63667	323.37433	480.55188	716.38576	52.75817	-46.40240	-8.25662	3.21218	0.68244	-0.65746	0.31941	0.09903	0.51611	0.85078	-0.72420	-0.54897	0.41733	
2593	8.64000	336.70962	489.38035	715.91114	53.73833	-48.09929	-8.20101	3.18739	0.66101	-0.67838	0.32071	0.09527	0.49982	0.86088	-0.74430	-0.53850	0.39501	
2594	8.64333	350.30942	498.58036	715.69808	54.80587	-49.91105	-7.89247	3.29046	0.63788	-0.69842	0.32454	0.08843	0.48504	0.87001	-0.76505	-0.52626	0.37115	
2595	8.64667	364.22522	507.87177	716.11207	55.81726	-51.70328	-7.63932	3.29354	0.61423	-0.71816	0.32705	0.08239	0.47054	0.87852	-0.78481	-0.51268	0.34819	
